0, -1.20218, 1.3389, -0.352125, -1.05507, -1.70705, 0.546091, 
0, -1.067, 1.31462, -0.462484, -0.942853, -1.56498, 0.614635, 
0, -0.949517, 1.35143, -0.676904, -0.869501, -1.38851, 0.702016, 
0, -0.848795, 1.50378, -1.08654, -0.859935, -1.1556, 0.8477, 
1, -1.07406, 1.14755, 0.202002, -0.828699, -1.79966, 0.211384, 
1, -0.956411, 1.11785, -0.00513745, -0.699244, -1.60146, 0.34753, 
1, -0.87057, 1.17123, -0.310337, -0.636964, -1.37428, 0.46632, 
1, -0.80611, 1.33859, -0.776913, -0.642574, -1.1045, 0.613018, 
2, -0.807851, 1.11433, 0.575747, -0.21637, -1.99803, 0.0701538, 
2, -0.776236, 0.999773, 0.331143, -0.166994, -1.645, 0.138453, 
2, -0.758103, 1.03904, -0.0318012, -0.154054, -1.3243, 0.183181, 
2, -0.746235, 1.21522, -0.548108, -0.165165, -0.987097, 0.232963, 
3, -0.524589, 0.95215, 0.542213, 0.339892, -1.75184, 0.0918125, 
3, -0.62882, 0.950784, 0.161454, 0.237718, -1.37806, 0.00931108, 
3, -0.687551, 1.13817, -0.404732, 0.210298, -1.00065, -0.0429667, 
4, -0.204439, 0.943741, 0.647051, 0.817117, -1.81213, 0.142377, 
4, -0.485241, 0.89568, 0.297231, 0.520218, -1.47094, -0.0625089, 
4, -0.631684, 1.07993, -0.293056, 0.431055, -1.0731, -0.180432, 
5, 0.79197, 1.09431, 0.547355, 1.92005, -1.7662, 0.205071, 
5, 0.147732, 0.942328, 0.647685, 1.2659, -1.7958, 0.155629, 
5, -0.325078, 0.861645, 0.390381, 0.764917, -1.56186, -0.0876221, 
5, -0.575478, 1.03224, -0.198917, 0.578721, -1.15655, -0.249704, 
6, 1.02481, 1.13172, 0.196721, 2.14803, -1.92683, -0.061235, 
6, 0.46084, 0.945886, 0.547597, 1.62629, -1.79304, 0.0671782, 
6, -0.150927, 0.844667, 0.441618, 0.996517, -1.63701, -0.0975982, 
6, -0.517536, 0.991909, -0.117657, 0.691309, -1.23696, -0.286285, 
7, 0.698376, 0.983498, 0.353973, 1.87353, -1.86489, -0.0733677, 
7, 0.0296779, 0.841975, 0.450379, 1.21671, -1.69749, -0.112566, 
7, -0.457235, 0.957609, -0.0474845, 0.786142, -1.31091, -0.306524, 
8, 0.867418, 1.07371, 0.0741318, 2.01432, -1.99757, -0.227614, 
8, 0.206293, 0.853287, 0.416587, 1.41776, -1.75261, -0.142783, 
8, -0.39432, 0.928724, 0.0123497, 0.871729, -1.37824, -0.318345, 
9, -1.04417, 1.09101, -0.35844, -0.503959, -1.95984, 0.768241, 
9, -0.929935, 0.956129, -0.587736, -0.427486, -1.59059, 0.844955, 
10, -1.18307, 0.979606, -0.151856, -0.691369, -1.9967, 0.758608, 
10, -1.05066, 0.838346, -0.285908, -0.582397, -1.71445, 0.842486, 
10, -0.935019, 0.850594, -0.631529, -0.540077, -1.37519, 0.928349, 
11, -1.19232, 0.63816, -0.0962691, -0.801588, -1.65585, 0.925622, 
11, -1.05848, 0.653678, -0.340148, -0.748495, -1.40746, 0.997831, 
11, -0.942013, 0.791731, -0.755402, -0.76131, -1.1267, 1.10847, 
12, -1.06713, 0.566423, -0.546137, 2.02119, 1.1173, -1.79886, 
13, -0.931057, 0.863022, 0.0923623, -0.333679, -2.0071, 0.548913, 
13, -0.849925, 0.740966, -0.233728, -0.261876, -1.56107, 0.623339, 
13, -0.789077, 0.958554, -1.00179, -0.273605, -1.0141, 0.71347, 
14, -0.936739, 0.561147, 0.163613, -0.391007, -1.67824, 0.600188, 
14, -0.854823, 0.618247, -0.273251, -0.354773, -1.29873, 0.67193, 
14, -0.792967, 0.962042, -1.11682, -0.425309, -0.811925, 0.822597, 
15, -1.06094, 0.235956, 0.468415, -0.606796, -1.55625, 0.671885, 
15, -0.946197, 0.331055, 0.109297, -0.55368, -1.28267, 0.73586, 
15, -0.862244, 0.534083, -0.37436, -0.565821, -1.00209, 0.824326, 
15, -0.799116, 1.02004, -1.33265, -0.822101, -0.592704, 1.17541, 
16, -1.07406, -0.0367666, 0.280787, -0.964134, -1.06277, 1.06535, 
16, -0.956414, 0.206039, -0.0803248, -0.963326, -0.900305, 1.10271, 
16, -0.870584, 0.504535, -0.561079, -1.06357, -0.730658, 1.25257, 
17, -0.75216, 0.569752, 0.0289265, -0.0629637, -1.52023, 0.415282, 
17, -0.741684, 0.798514, -0.748773, -0.0684474, -0.971783, 0.442338, 
18, -0.771349, 0.325758, 0.502863, -0.109512, -1.61369, 0.364408, 
18, -0.754591, 0.428246, -0.00823801, -0.104437, -1.20593, 0.394574, 
18, -0.743582, 0.778799, -0.828037, -0.133401, -0.738557, 0.448257, 
19, -0.806803, -0.202932, 0.90477, -0.193362, -1.29885, 0.355728, 
19, -0.775685, 0.0372276, 0.442862, -0.18226, -1.07626, 0.372499, 
19, -0.75783, 0.326296, -0.104205, -0.19949, -0.819707, 0.412328, 
19, -0.746205, 0.777775, -0.943804, -0.321283, -0.440528, 0.560893, 
20, -0.807851, -0.530104, 0.657418, -0.434093, -0.483151, 0.550528, 
20, -0.77623, -0.110946, 0.242101, -0.371359, -0.474322, 0.484469, 
20, -0.758099, 0.277087, -0.271634, -0.446585, -0.351746, 0.567774, 
20, -0.74634, 0.826056, -1.15124, -1.65368, -0.138555, 1.79612, 
21, -0.634328, 0.426658, 0.232419, 0.153556, -1.50377, 0.220398, 
21, -0.690793, 0.682669, -0.577294, 0.142431, -0.948417, 0.189661, 
22, -0.533519, 0.123025, 0.748703, 0.241861, -1.58437, 0.120065, 
22, -0.633396, 0.270332, 0.188189, 0.180725, -1.16414, 0.110819, 
22, -0.690405, 0.656597, -0.64982, 0.18799, -0.709859, 0.0766558, 
23, -0.530032, -0.217569, 0.667729, 0.333872, -0.990958, -0.115833, 
23, -0.63169, 0.160774, 0.0852662, 0.273774, -0.767693, -0.0765432, 
23, -0.689453, 0.646979, -0.753293, 0.348948, -0.414214, -0.170542, 
24, -0.301805, -0.900028, 0.830013, 1.21672, -0.589022, -1.19289, 
24, -0.524583, -0.355393, 0.435629, 0.793809, -0.477777, -0.70626, 
24, -0.628377, 0.111709, -0.0870155, 0.703275, -0.366594, -0.613129, 
24, -0.687155, 0.670642, -0.914594, 1.50246, -0.176963, -1.42938, 
25, -0.496329, 0.309923, 0.384175, 0.363941, -1.52502, 0.0467446, 
25, -0.637705, 0.589678, -0.445766, 0.325857, -0.963725, -0.0185697, 
26, -0.220027, -0.014245, 0.886188, 0.61054, -1.64658, -0.122576, 
26, -0.493157, 0.142721, 0.332687, 0.437986, -1.19856, -0.134096, 
26, -0.636029, 0.562048, -0.518045, 0.439763, -0.749383, -0.202432, 
27, -0.211815, -0.381499, 0.784353, 0.78544, -1.14076, -0.557723, 
27, -0.489105, 0.0310545, 0.220158, 0.629449, -0.856389, -0.437072, 
27, -0.633754, 0.550363, -0.618279, 0.722433, -0.516718, -0.572659, 
28, -0.204417, -0.498475, 0.5291, -1.90526, 0.847447, 1.94725, 
28, -0.484989, -0.0156942, 0.0425516, 1.10753, -0.585813, -1.03527, 
28, -0.631246, 0.566325, -0.764263, 1.45204, -0.379152, -1.40731, 
29, -0.339225, 0.221639, 0.491116, 0.556653, -1.58393, -0.104105, 
